iter,loss
0,0.15340891
1,0.0082366215
2,0.04985882
3,0.07026451
4,0.040294543
5,0.009910639
6,0.008017827
7,0.024542665
8,0.03336441
9,0.026101505
10,0.012557569
11,0.0052072825
12,0.0078155175
13,0.014458828
14,0.017947383
15,0.016324885
16,0.011259687
17,0.006698934
18,0.005363214
19,0.007087495
20,0.00953261
21,0.01042765
22,0.009027536
23,0.0064784377
24,0.004664892
25,0.004153194
26,0.0051007783
27,0.0067860545
28,0.0071403207
29,0.0060941814
30,0.004710707
31,0.0037791259
32,0.0036306954
33,0.004145595
34,0.0046155835
35,0.004492487
36,0.0039814976
37,0.0035641107
38,0.0035257102
39,0.0036840474
40,0.0040267357
41,0.00406955
42,0.0038137545
43,0.0034522417
44,0.0031541532
45,0.0030973565
46,0.0032360237
47,0.0032701932
48,0.0030880761
49,0.002803697
50,0.0025794082
51,0.0024742808
52,0.002520121
53,0.002568679
54,0.002478738
55,0.0022653227
56,0.0021020677
57,0.0020733883
58,0.0020786223
59,0.0020490803
60,0.0019240001
61,0.0018123627
62,0.001765143
63,0.0017684383
64,0.0017915922
65,0.0017481372
66,0.0016926682
67,0.0016341258
68,0.0016639436
69,0.0016560864
70,0.0015749908
71,0.0015343586
72,0.0014857587
73,0.0014567637
74,0.0014148135
75,0.0014136636
76,0.0013806277
77,0.001326583
78,0.0012825286
79,0.0012629946
80,0.0012889132
81,0.001259286
82,0.00121306
83,0.0012001503
84,0.0011884667
85,0.0012036734
86,0.0012093543
87,0.0011718222
88,0.0011347806
89,0.00111896
90,0.0011222289
91,0.0011246896
92,0.0011049234
93,0.001102399
94,0.0011148398
95,0.0011124916
96,0.0010966858
97,0.0010960718
98,0.0010899677
99,0.0010825112
100,0.0010729841
101,0.0010554158
102,0.0010545021
103,0.0010209854
104,0.0009833195
105,0.0009666493
106,0.0009384671
107,0.00092149863
108,0.0008975546
109,0.000887324
110,0.0008729422
111,0.00085928023
112,0.0008587645
113,0.0008543141
114,0.00085068494
115,0.0008459032
116,0.0008260514
117,0.00081044825
118,0.0007991279
119,0.00079064997
120,0.00078178407
121,0.00077799655
122,0.00076560467
123,0.0007489279
124,0.0007437374
125,0.000731737
126,0.00071734114
127,0.00070922397
128,0.00070159644
129,0.0006902288
130,0.00068860425
131,0.0006782864
132,0.0006652956
133,0.00065542245
134,0.0006434226
135,0.00063408795
136,0.0006260614
137,0.0006246021
138,0.00063022686
139,0.00061339623
140,0.00060594745
141,0.00060096703
142,0.0005885302
143,0.0005790725
144,0.00057735684
145,0.0005770207
146,0.00056341884
147,0.0005593161
148,0.00055063097
149,0.0005469057
150,0.0005422485
151,0.00054597395
152,0.00054481946
153,0.00054920826
154,0.0005521016
155,0.0005458794
156,0.0005468554
157,0.00054393406
158,0.0005505829
159,0.0005545962
160,0.0005621383
161,0.0005637162
162,0.0005706984
163,0.0005752927
164,0.0005815645
165,0.0005783982
166,0.00057723216
167,0.0005854118
168,0.0005806018
169,0.00057203794
170,0.00055800786
171,0.00054625346
172,0.000537822
173,0.0005254281
174,0.00057872356
175,0.00053309184
176,0.0005810553
177,0.0006089928
178,0.000700071
179,0.00061072165
180,0.0006307805
181,0.000723048
182,0.0006353148
183,0.0006221172
184,0.00060945837
185,0.00067960453
186,0.0006747504
187,0.000712416
188,0.0006862979
189,0.0005565278
190,0.0005000464
191,0.00044488857
192,0.00044126008
193,0.00044609324
194,0.00047629233
195,0.00047572746
196,0.00050749443
197,0.00046550354
198,0.0004486772
199,0.0004219994
