iter,loss
0,0.25001198
1,0.24988197
2,0.24976082
3,0.24961579
4,0.24943767
5,0.24921034
6,0.24892205
7,0.24856102
8,0.24811548
9,0.24757084
10,0.2469109
11,0.24611767
12,0.24517235
13,0.24405465
14,0.24274236
15,0.2412125
16,0.23943754
17,0.237389
18,0.23503494
19,0.23234482
20,0.22928564
21,0.22581936
22,0.22190899
23,0.21752387
24,0.21263021
25,0.2071766
26,0.20113659
27,0.19449049
28,0.18721916
29,0.17931357
30,0.17076007
31,0.16156729
32,0.15177524
33,0.14144088
34,0.13069928
35,0.11969061
36,0.10867229
37,0.09779372
38,0.08744953
39,0.07804891
40,0.07004713
41,0.06385474
42,0.05985556
43,0.058060307
44,0.05835174
45,0.060359567
46,0.063032046
47,0.06468525
48,0.06476549
49,0.06345632
50,0.061259836
51,0.058590963
52,0.055803765
53,0.053428084
54,0.051647846
55,0.050553184
56,0.050032444
57,0.049944278
58,0.050078973
59,0.050327443
60,0.05056248
61,0.050673667
62,0.05056512
63,0.05021352
64,0.049654245
65,0.048930865
66,0.04812375
67,0.04731177
68,0.04648379
69,0.045737714
70,0.045058288
71,0.044432726
72,0.043818302
73,0.04324136
74,0.042639785
75,0.042055834
76,0.041578773
77,0.040973544
78,0.040326815
79,0.039721034
80,0.039310586
81,0.03910824
82,0.039054945
83,0.038910888
84,0.038543597
85,0.037949715
86,0.037354138
87,0.03694826
88,0.036803164
89,0.036779333
90,0.036602326
91,0.036317855
92,0.036198262
93,0.03613291
94,0.036176506
95,0.03605353
96,0.035852987
97,0.03558787
98,0.035381474
99,0.03521568
100,0.03510703
101,0.035059456
102,0.034956925
103,0.03492642
104,0.034898464
105,0.034722377
106,0.034552887
107,0.034433603
108,0.034434557
109,0.034334086
110,0.034240812
111,0.034326985
112,0.03440517
113,0.034441918
114,0.034393467
115,0.034376934
116,0.034194358
117,0.034146525
118,0.034062833
119,0.034245588
120,0.033949353
121,0.03371816
122,0.03392122
123,0.033245984
124,0.033020888
125,0.033268556
126,0.032714386
127,0.032710828
128,0.032710426
129,0.032593317
130,0.032340206
131,0.032146014
132,0.032217495
133,0.032011356
134,0.03194535
135,0.031964287
136,0.03190993
137,0.03184966
138,0.03192013
139,0.031982545
140,0.03180801
141,0.031798664
142,0.031845607
143,0.031752124
144,0.031689215
145,0.031691257
146,0.031716045
147,0.031679686
148,0.031696867
149,0.031630054
150,0.031596303
151,0.031601425
152,0.03165292
153,0.031606082
154,0.03149934
155,0.031507395
156,0.03135863
157,0.0312169
158,0.031095963
159,0.03104386
160,0.031099714
161,0.03107428
162,0.031061115
163,0.031219354
164,0.03133647
165,0.031347193
166,0.03131391
167,0.031336203
168,0.03139859
169,0.031409055
170,0.031453755
171,0.03129726
172,0.03131328
173,0.031053195
174,0.03105322
175,0.030790268
176,0.030813117
177,0.030688567
178,0.03054995
179,0.030621272
180,0.030340644
181,0.030767174
182,0.030674193
183,0.03144114
184,0.030912671
185,0.03098998
186,0.031089347
187,0.030852728
188,0.03144276
189,0.031496122
190,0.03133483
191,0.031528324
192,0.031091182
193,0.030879898
194,0.031133674
195,0.03093796
196,0.031013064
197,0.0312526
198,0.03091504
199,0.030962223
